database_name,dimension_name,Code,Name
WTO:WTOIMFTT,COMMODITY,20220,"020220 - Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen"
WTO:WTOIMFTT,COMMODITY,20230,"020230 - Meat; of bovine animals, boneless cuts, frozen"
WTO:WTOIMFTT,COMMODITY,20311,"020311 - Meat; of swine, carcasses and half-carcasses, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20312,"020312 - Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20319,"020319 - Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20321,"020321 - Meat; of swine, carcasses and half-carcasses, frozen"
WTO:WTOIMFTT,COMMODITY,20322,"020322 - Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen"
WTO:WTOIMFTT,COMMODITY,20329,"020329 - Meat; of swine, n.e.c. in item no. 0203.2, frozen"
WTO:WTOIMFTT,COMMODITY,20410,"020410 - Meat; of sheep, lamb carcasses and half-carcasses, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20421,"020421 - Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20422,"020422 - Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20423,"020423 - Meat; of sheep (including lamb), boneless cuts, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20430,"020430 - Meat; of sheep, lamb carcasses and half-carcasses, frozen"
WTO:WTOIMFTT,COMMODITY,20441,"020441 - Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen"
WTO:WTOIMFTT,COMMODITY,20442,"020442 - Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen"
WTO:WTOIMFTT,COMMODITY,20443,"020443 - Meat; of sheep (including lamb), boneless cuts, frozen"
WTO:WTOIMFTT,COMMODITY,20450,"020450 - Meat; of goats, fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20500,"020500 - Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20610,"020610 - Offal, edible; of bovine animals, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20621,"020621 - Offal, edible; of bovine animals, tongues, frozen"
WTO:WTOIMFTT,COMMODITY,20622,"020622 - Offal, edible; of bovine animals, livers, frozen"
WTO:WTOIMFTT,COMMODITY,20629,"020629 - Offal, edible; of bovine animals, (other than tongues and livers), frozen"
WTO:WTOIMFTT,COMMODITY,20630,"020630 - Offal, edible; of swine, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20641,"020641 - Offal, edible; of swine, livers, frozen"
WTO:WTOIMFTT,COMMODITY,20649,"020649 - Offal, edible; of swine, (other than livers), frozen"
WTO:WTOIMFTT,COMMODITY,20680,"020680 - Offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20690,"020690 - Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen"
WTO:WTOIMFTT,COMMODITY,20711,"020711 - Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20712,"020712 - Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen"
WTO:WTOIMFTT,COMMODITY,20713,"020713 - Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20714,"020714 - Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen"
WTO:WTOIMFTT,COMMODITY,20724,"020724 - Meat and edible offal; of turkeys, not cut in pieces, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20725,"020725 - Meat and edible offal; of turkeys, not cut in pieces, frozen"
WTO:WTOIMFTT,COMMODITY,20726,"020726 - Meat and edible offal; of turkeys, cuts and offal, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20727,"020727 - Meat and edible offal; of turkeys, cuts and offal, frozen"
WTO:WTOIMFTT,COMMODITY,20741,"020741 - Meat and edible offal; of ducks, not cut in pieces, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20742,"020742 - Meat and edible offal; of ducks, not cut in pieces, frozen"
WTO:WTOIMFTT,COMMODITY,20743,"020743 - Meat and edible offal; of ducks, fatty livers (foie gras), fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20744,"020744 - Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20745,"020745 - Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen"
WTO:WTOIMFTT,COMMODITY,20751,"020751 - Meat and edible offal; of geese, not cut in pieces, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20752,"020752 - Meat and edible offal; of geese, not cut in pieces, frozen"
WTO:WTOIMFTT,COMMODITY,20753,"020753 - Meat and edible offal; of geese, fatty livers (foie gras), fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20754,"020754 - Meat and edible offal; of geese, cuts and offal, excluding fatty livers, fresh or chilled"
WTO:WTOIMFTT,COMMODITY,20755,"020755 - Meat and edible offal; of geese, cuts and offal, excluding fatty livers, frozen"
WTO:WTOIMFTT,COMMODITY,20760,"020760 - Meat and edible offal; of guinea fowls, fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20810,"020810 - Meat and edible meat offal; of rabbits or hares, fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20830,"020830 - Meat and edible meat offal; of primates, fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20840,"020840 - Meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20850,"020850 - Meat and edible meat offal; of reptiles (including snakes and turtles), fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20860,"020860 - Meat and edible meat offal; of camels and other camelids (Camelidae), fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20890,"020890 - Meat and edible meat offal; n.e.c. in chapter 2, fresh, chilled or frozen"
WTO:WTOIMFTT,COMMODITY,20910,"020910 - Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
WTO:WTOIMFTT,COMMODITY,20990,"020990 - Fat; poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
WTO:WTOIMFTT,COMMODITY,21011,"021011 - Meat; salted, in brine, dried or smoked, of swine, hams, shoulders and cuts thereof, with bone in"
WTO:WTOIMFTT,COMMODITY,21012,"021012 - Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof"
WTO:WTOIMFTT,COMMODITY,21019,"021019 - Meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1"
WTO:WTOIMFTT,COMMODITY,21020,"021020 - Meat; salted, in brine, dried or smoked, of bovine animals"
WTO:WTOIMFTT,COMMODITY,21091,"021091 - Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates"
WTO:WTOIMFTT,COMMODITY,21092,"021092 - Meat and edible meat offal; salted, in brine, dried or smoked; edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea); manatees, dugongs (of order Sirenia); seals, sea lions, and walruses (of suborder Pinnipedia)"
WTO:WTOIMFTT,COMMODITY,21093,"021093 - Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)"
WTO:WTOIMFTT,COMMODITY,21099,"021099 - Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)"
WTO:WTOIMFTT,COMMODITY,30111,"030111 - Fish; live, ornamental, freshwater"
WTO:WTOIMFTT,COMMODITY,30119,"030119 - Fish; live, ornamental, other than freshwater"
WTO:WTOIMFTT,COMMODITY,30191,"030191 - Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
WTO:WTOIMFTT,COMMODITY,30192,"030192 - Fish; live, eels (Anguilla spp.)"
WTO:WTOIMFTT,COMMODITY,30193,"030193 - Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
WTO:WTOIMFTT,COMMODITY,30194,"030194 - Fish; live, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)"
WTO:WTOIMFTT,COMMODITY,30195,"030195 - Fish; live, southern bluefin tunas (Thunnus maccoyii)"
WTO:WTOIMFTT,COMMODITY,30199,"030199 - Fish; live, n.e.c. in heading 0301"
WTO:WTOIMFTT,COMMODITY,30211,"030211 - Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9"
WTO:WTOIMFTT,COMMODITY,30213,"030213 - Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9"
WTO:WTOIMFTT,COMMODITY,30214,"030214 - Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30219,"030219 - Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30221,"030221 - Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30222,"030222 - Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30223,"030223 - Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30224,"030224 - Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30229,"030229 - Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30231,"030231 - Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30232,"030232 - Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30233,"030233 - Fish; fresh or chilled, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30234,"030234 - Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30235,"030235 - Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30236,"030236 - Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30239,"030239 - Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30241,"030241 - Fish; fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30242,"030242 - Fish; fresh or chilled, anchovies (Engraulis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30243,"030243 - Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30244,"030244 - Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30245,"030245 - Fish; fresh or chilled, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30246,"030246 - Fish; fresh or chilled, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30247,"030247 - Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30249,"030249 - Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30251,"030251 - Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30252,"030252 - Fish; fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30253,"030253 - Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30254,"030254 - Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30255,"030255 - Fish; fresh or chilled, Alaska pollock (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30256,"030256 - Fish; fresh or chilled, blue whitings (Micromesistius poutassou, Micromesistius australis),excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30259,"030259 - Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30271,"030271 - Fish; fresh or chilled, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30272,"030272 - Fish; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30273,"030273 - Fish; fresh or chilled, Carp (as specified by the WCO.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30274,"030274 - Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30279,"030279 - Fish; fresh or chilled, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30281,"030281 - Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30282,"030282 - Fish; fresh or chilled, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30283,"030283 - Fish; fresh or chilled, toothfish (Dissostichus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30284,"030284 - Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30285,"030285 - Fish; fresh or chilled, seabream (Sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30289,"030289 - Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
WTO:WTOIMFTT,COMMODITY,30291,"030291 - Fish; fresh or chilled, livers, roes and milt"
WTO:WTOIMFTT,COMMODITY,30292,"030292 - Fish; fresh or chilled, shark fins"
WTO:WTOIMFTT,COMMODITY,30299,"030299 - Fish; fresh or chilled, fish fins (other than shark fins), heads, tails, maws and other edible fish offal"
WTO:WTOIMFTT,COMMODITY,30311,"030311 - Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30312,"030312 - Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30313,"030313 - Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30314,"030314 - Fish; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, meat of 0304, and edible fish offal of 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30319,"030319 - Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30323,"030323 - Fish; frozen, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30324,"030324 - Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30325,"030325 - Fish; frozen, carp (as specified by the WCO), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30326,"030326 - Fish; frozen, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30329,"030329 - Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30331,"030331 - Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30332,"030332 - Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30333,"030333 - Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30334,"030334 - Fish; frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30339,"030339 - Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30341,"030341 - Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30342,"030342 - Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30343,"030343 - Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30344,"030344 - Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30345,"030345 - Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30346,"030346 - Fish; frozen, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30349,"030349 - Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30351,"030351 - Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
WTO:WTOIMFTT,COMMODITY,30353,"030353 - Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
